,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
3,2020-05-14-US-MTV-1,Pixel4,1273529764442,1,29,GPS_L1,1273529764364898031,-23392691.224,1785888.359,12428816.639,1362.784,-817.583,2670.67,-31297.519,-0.003,23244512.611,3.298,0.0,7.359,5.863,23213201.869999997,G29,1273529765442,-2695656.5894280775,-4294080.268676837,3856727.4478528528,814.5000683492382
4,2020-05-14-US-MTV-1,Pixel4,1273529764442,1,2,GPS_L1,1273529764372024822,-4867149.238,-17959304.339,19614477.516,2146.411,973.451,1466.995,-136679.935,-0.0,21107954.419,1.199,0.0,3.893,2.667,20971267.924000002,G2,1273529765442,-2695656.5894280775,-4294080.268676837,3856727.4478528528,814.5000683492382
5,2020-05-14-US-MTV-1,Pixel4,1273529764442,1,6,GPS_L1,1273529764367412435,6879440.989,-13148765.306,22079048.955,2390.498,1429.046,110.866,-81411.973,-0.002,22490713.255,2.099,0.0,5.683,4.309,22409291.29,G6,1273529765442,-2695656.5894280775,-4294080.268676837,3856727.4478528528,814.5000683492382
6,2020-05-14-US-MTV-1,Pixel4,1273529764442,1,12,GPS_L1,1273529764375422048,-10790192.442,-15993649.387,18089607.647,333.891,-2314.289,-1807.739,35344.505,-0.002,20089491.686,1.799,0.0,3.77,2.528,20124829.893,G12,1273529765442,-2695656.5894280775,-4294080.268676837,3856727.4478528528,814.5000683492382
0,2020-05-14-US-MTV-1,Pixel4,1273529765442,1,5,GPS_L1,1273529765366109005,-2082503.981,-26264454.04,-2489669.256,319.976,-305.811,3148.264,-3793.236,-0.001,22881471.739,3.298,0.0,7.232,5.353,22877665.917999998,G5,1273529766442,-2695663.253331022,-4294063.919873905,3856740.885693286,829.7292924561883
1,2020-05-14-US-MTV-1,Pixel4,1273529765442,1,19,GPS_L1,1273529765361401986,16398029.049,-16247365.614,12819454.127,1612.914,-484.201,-2617.484,-47595.91,0.001,24292600.534,2.698,0.0,8.768,10.946,24244984.910000004,G19,1273529766442,-2695663.253331022,-4294063.919873905,3856740.885693286,829.7292924561883
2,2020-05-14-US-MTV-1,Pixel4,1273529765442,1,25,GPS_L1,1273529765371762640,-14647250.531,-5206150.96,21327115.678,96.714,-2758.324,-574.23,1223.341,0.0,21186554.605,2.099,0.0,4.635,3.256,21187770.054999996,G25,1273529766442,-2695663.253331022,-4294063.919873905,3856740.885693286,829.7292924561883
3,2020-05-14-US-MTV-1,Pixel4,1273529765442,1,29,GPS_L1,1273529765364899512,-23391328.311,1785070.66,12431487.18,1363.039,-817.811,2670.406,-31297.522,-0.003,23244068.618,2.998,0.0,7.359,5.862,23212757.875,G29,1273529766442,-2695663.253331022,-4294063.919873905,3856740.885693286,829.7292924561883
4,2020-05-14-US-MTV-1,Pixel4,1273529765442,1,2,GPS_L1,1273529765372023955,-4865002.721,-17958330.912,19615944.312,2146.625,973.405,1466.599,-136679.935,-0.0,21108214.339,1.199,0.0,3.893,2.667,20971527.844000004,G2,1273529766442,-2695663.253331022,-4294063.919873905,3856740.885693286,829.7292924561883
5,2020-05-14-US-MTV-1,Pixel4,1273529765442,1,6,GPS_L1,1273529765367410573,6881831.533,-13147336.332,22079159.587,2390.597,1428.906,110.399,-81411.975,-0.002,22491271.469,2.099,0.0,5.684,4.31,22409849.5,G6,1273529766442,-2695663.253331022,-4294063.919873905,3856740.885693286,829.7292924561883
6,2020-05-14-US-MTV-1,Pixel4,1273529765442,1,12,GPS_L1,1273529765375422231,-10789858.633,-15995963.57,18087799.712,333.729,-2314.078,-1808.129,35344.504,-0.002,20089436.824,1.799,0.0,3.77,2.528,20124775.03,G12,1273529766442,-2695663.253331022,-4294063.919873905,3856740.885693286,829.7292924561883
0,2020-05-14-US-MTV-1,Pixel4,1273529766442,1,5,GPS_L1,1273529766366110795,-2082184.01,-26264759.661,-2486520.96,319.965,-305.432,3148.317,-3793.236,-0.001,22880935.11,3.298,0.0,7.231,5.352,22877129.290999997,G5,1273529767442,-2695669.750482261,-4294047.731104212,3856754.278638667,839.7981849958206
1,2020-05-14-US-MTV-1,Pixel4,1273529766442,1,19,GPS_L1,1273529766361400114,16399641.79,-16247849.799,12816836.509,1612.576,-484.17,-2617.761,-47595.909,0.001,24293161.746,2.398,0.0,8.769,10.95,24245546.117999997,G19,1273529767442,-2695669.750482261,-4294047.731104212,3856754.278638667,839.7981849958206
2,2020-05-14-US-MTV-1,Pixel4,1273529766442,1,25,GPS_L1,1273529766371764006,-14647153.898,-5208909.252,21326541.216,96.552,-2758.253,-574.692,1223.342,0.0,21186145.089,2.398,0.0,4.635,3.256,21187360.54,G25,1273529767442,-2695669.750482261,-4294047.731104212,3856754.278638667,839.7981849958206
3,2020-05-14-US-MTV-1,Pixel4,1273529766442,1,29,GPS_L1,1273529766364901004,-23389965.142,1784252.734,12434157.457,1363.293,-818.038,2670.141,-31297.525,-0.003,23243621.328,3.298,0.0,7.358,5.861,23212310.584000003,G29,1273529767442,-2695669.750482261,-4294047.731104212,3856754.278638667,839.7981849958206
4,2020-05-14-US-MTV-1,Pixel4,1273529766442,1,2,GPS_L1,1273529766372023090,-4862855.99,-17957357.531,19617410.711,2146.839,973.359,1466.204,-136679.935,-0.0,21108473.66,1.199,0.0,3.893,2.667,20971787.165000003,G2,1273529767442,-2695669.750482261,-4294047.731104212,3856754.278638667,839.7981849958206
5,2020-05-14-US-MTV-1,Pixel4,1273529766442,1,6,GPS_L1,1273529766367408712,6884222.176,-13145907.5,22079269.751,2390.697,1428.766,109.931,-81411.977,-0.002,22491829.382,2.099,0.0,5.685,4.311,22410407.408999998,G6,1273529767442,-2695669.750482261,-4294047.731104212,3856754.278638667,839.7981849958206
6,2020-05-14-US-MTV-1,Pixel4,1273529766442,1,12,GPS_L1,1273529766375422416,-10789524.985,-15998277.543,18085991.387,333.567,-2313.867,-1808.519,35344.502,-0.002,20089381.363,1.799,0.0,3.769,2.527,20124719.569000002,G12,1273529767442,-2695669.750482261,-4294047.731104212,3856754.278638667,839.7981849958206
0,2020-05-14-US-MTV-1,Pixel4,1273529767442,1,5,GPS_L1,1273529767366112596,-2081864.05,-26265064.904,-2483372.611,319.954,-305.054,3148.37,-3793.237,-0.001,22880395.184,3.298,0.0,7.23,5.351,22876589.366,G5,1273529768442,-2695676.17487326,-4294031.663104404,3856767.588412156,849.592240089644
1,2020-05-14-US-MTV-1,Pixel4,1273529767442,1,19,GPS_L1,1273529767361398252,16401254.193,-16248333.953,12814218.613,1612.237,-484.14,-2618.039,-47595.908,0.001,24293719.96,2.398,0.0,8.77,10.954,24246104.328,G19,1273529768442,-2695676.17487326,-4294031.663104404,3856767.588412156,849.592240089644
2,2020-05-14-US-MTV-1,Pixel4,1273529767442,1,25,GPS_L1,1273529767371765371,-14647057.429,-5211667.473,21325966.291,96.389,-2758.182,-575.155,1223.342,0.0,21185735.872,2.099,0.0,4.634,3.255,21186951.325000003,G25,1273529768442,-2695676.17487326,-4294031.663104404,3856767.588412156,849.592240089644
3,2020-05-14-US-MTV-1,Pixel4,1273529767442,1,29,GPS_L1,1273529767364902491,-23388601.719,1783434.581,12436827.469,1363.548,-818.265,2669.876,-31297.527,-0.003,23243175.536,2.998,0.0,7.357,5.86,23211864.792,G29,1273529768442,-2695676.17487326,-4294031.663104404,3856767.588412156,849.592240089644
4,2020-05-14-US-MTV-1,Pixel4,1273529767442,1,2,GPS_L1,1273529767372022233,-4860709.045,-17956384.197,19618876.715,2147.054,973.312,1465.808,-136679.936,-0.0,21108730.582,1.199,0.0,3.893,2.667,20972044.086,G2,1273529768442,-2695676.17487326,-4294031.663104404,3856767.588412156,849.592240089644
5,2020-05-14-US-MTV-1,Pixel4,1273529767442,1,6,GPS_L1,1273529767367406855,6886612.918,-13144478.807,22079379.447,2390.796,1428.626,109.464,-81411.979,-0.002,22492386.097,2.099,0.0,5.685,4.311,22410964.122,G6,1273529768442,-2695676.17487326,-4294031.663104404,3856767.588412156,849.592240089644
6,2020-05-14-US-MTV-1,Pixel4,1273529767442,1,12,GPS_L1,1273529767375422617,-10789191.5,-16000591.304,18084182.673,333.404,-2313.656,-1808.909,35344.5,-0.002,20089321.104,1.799,0.0,3.769,2.527,20124659.308,G12,1273529768442,-2695676.17487326,-4294031.663104404,3856767.588412156,849.592240089644
0,2020-05-14-US-MTV-1,Pixel4,1273529768442,1,5,GPS_L1,1273529768366114368,-2081544.101,-26265369.768,-2480224.208,319.943,-304.675,3148.424,-3793.237,-0.001,22879863.952,3.298,0.0,7.229,5.35,22876058.136,G5,1273529769442,-2695682.499004644,-4294015.770727203,3856780.7898930185,862.3587860468862
1,2020-05-14-US-MTV-1,Pixel4,1273529768442,1,19,GPS_L1,1273529768361396366,16402866.257,-16248818.077,12811600.44,1611.899,-484.11,-2618.316,-47595.908,0.001,24294285.368,2.099,0.0,8.77,10.958,24246669.732,G19,1273529769442,-2695682.499004644,-4294015.770727203,3856780.7898930185,862.3587860468862
2,2020-05-14-US-MTV-1,Pixel4,1273529768442,1,25,GPS_L1,1273529768371766748,-14646961.121,-5214425.623,21325390.904,96.226,-2758.11,-575.617,1223.342,0.0,21185323.058,2.099,0.0,4.634,3.255,21186538.511,G25,1273529769442,-2695682.499004644,-4294015.770727203,3856780.7898930185,862.3587860468862
3,2020-05-14-US-MTV-1,Pixel4,1273529768442,1,29,GPS_L1,1273529768364903972,-23387238.042,1782616.2,12439497.216,1363.802,-818.493,2669.611,-31297.53,-0.003,23242731.544,2.698,0.0,7.356,5.859,23211420.799,G29,1273529769442,-2695682.499004644,-4294015.770727203,3856780.7898930185,862.3587860468862
4,2020-05-14-US-MTV-1,Pixel4,1273529768442,1,2,GPS_L1,1273529768372021374,-4858561.886,-17955410.909,19620342.324,2147.268,973.266,1465.412,-136679.936,-0.0,21108988.104,1.199,0.0,3.893,2.668,20972301.606999997,G2,1273529769442,-2695682.499004644,-4294015.770727203,3856780.7898930185,862.3587860468862
5,2020-05-14-US-MTV-1,Pixel4,1273529768442,1,6,GPS_L1,1273529768367404994,6889003.759,-13143050.255,22079488.677,2390.895,1428.485,108.996,-81411.981,-0.002,22492944.011,1.799,0.0,5.686,4.312,22411522.032,G6,1273529769442,-2695682.499004644,-4294015.770727203,3856780.7898930185,862.3587860468862
6,2020-05-14-US-MTV-1,Pixel4,1273529768442,1,12,GPS_L1,1273529768375422808,-10788858.178,-16002904.854,18082373.569,333.242,-2313.445,-1809.298,35344.498,-0.002,20089263.844,1.799,0.0,3.769,2.527,20124602.046,G12,1273529769442,-2695682.499004644,-4294015.770727203,3856780.7898930185,862.3587860468862
0,2020-05-14-US-MTV-1,Pixel4,1273529769442,1,5,GPS_L1,1273529769366116192,-2081224.163,-26265674.254,-2477075.751,319.932,-304.297,3148.477,-3793.238,-0.001,22879317.13,3.298,0.0,7.228,5.349,22875511.314999998,G5,1273529770442,-2695688.786047188,-4294000.066537334,3856793.7924382617,874.3914582118367
1,2020-05-14-US-MTV-1,Pixel4,1273529769442,1,19,GPS_L1,1273529769361394498,16404477.983,-16249302.171,12808981.99,1611.56,-484.08,-2618.594,-47595.907,0.001,24294845.38,1.799,0.0,8.771,10.962,24247229.739999995,G19,1273529770442,-2695688.786047188,-4294000.066537334,3856793.7924382617,874.3914582118367
2,2020-05-14-US-MTV-1,Pixel4,1273529769442,1,25,GPS_L1,1273529769371768114,-14646864.977,-5217183.701,21324815.055,96.064,-2758.039,-576.08,1223.343,0.0,21184913.541,2.398,0.0,4.634,3.255,21186128.995,G25,1273529770442,-2695688.786047188,-4294000.066537334,3856793.7924382617,874.3914582118367
3,2020-05-14-US-MTV-1,Pixel4,1273529769442,1,29,GPS_L1,1273529769364905467,-23385874.11,1781797.592,12442166.698,1364.057,-818.72,2669.346,-31297.533,-0.003,23242283.354,3.298,0.0,7.355,5.858,23210972.608,G29,1273529770442,-2695688.786047188,-4294000.066537334,3856793.7924382617,874.3914582118367
4,2020-05-14-US-MTV-1,Pixel4,1273529769442,1,2,GPS_L1,1273529769372020506,-4856414.512,-17954437.668,19621807.536,2147.482,973.219,1465.016,-136679.936,-0.0,21109248.323,1.199,0.0,3.893,2.668,20972561.825999998,G2,1273529770442,-2695688.786047188,-4294000.066537334,3856793.7924382617,874.3914582118367
5,2020-05-14-US-MTV-1,Pixel4,1273529769442,1,6,GPS_L1,1273529769367403128,6891394.7,-13141621.843,22079597.438,2390.994,1428.345,108.529,-81411.983,-0.002,22493503.424,1.799,0.0,5.686,4.313,22412081.441999998,G6,1273529770442,-2695688.786047188,-4294000.066537334,3856793.7924382617,874.3914582118367
6,2020-05-14-US-MTV-1,Pixel4,1273529769442,1,12,GPS_L1,1273529769375422995,-10788525.018,-16005218.194,18080564.075,333.08,-2313.234,-1809.688,35344.497,-0.002,20089207.783,1.799,0.0,3.769,2.527,20124545.984,G12,1273529770442,-2695688.786047188,-4294000.066537334,3856793.7924382617,874.3914582118367
0,2020-05-14-US-MTV-1,Pixel4,1273529770442,1,5,GPS_L1,1273529770366117983,-2080904.235,-26265978.361,-2473927.242,319.922,-303.918,3148.53,-3793.239,-0.001,22878780.202,3.298,0.0,7.227,5.348,22874974.387999997,G5,1273529771442,-2695694.956931817,-4293984.57536518,3856806.6563812927,885.2061603398149
1,2020-05-14-US-MTV-1,Pixel4,1273529770442,1,19,GPS_L1,1273529770361392629,16406089.37,-16249786.235,12806363.262,1611.221,-484.049,-2618.871,-47595.906,0.001,24295405.693,1.799,0.0,8.772,10.966,24247790.049000002,G19,1273529771442,-2695694.956931817,-4293984.57536518,3856806.6563812927,885.2061603398149
2,2020-05-14-US-MTV-1,Pixel4,1273529770442,1,25,GPS_L1,1273529770371769479,-14646768.995,-5219941.708,21324238.743,95.901,-2757.968,-576.542,1223.343,0.0,21184504.325,2.398,0.0,4.633,3.254,21185719.780999996,G25,1273529771442,-2695694.956931817,-4293984.57536518,3856806.6563812927,885.2061603398149
3,2020-05-14-US-MTV-1,Pixel4,1273529770442,1,29,GPS_L1,1273529770364906936,-23384509.924,1780978.756,12444835.915,1364.311,-818.947,2669.081,-31297.535,-0.003,23241842.959,3.298,0.0,7.355,5.857,23210532.211999997,G29,1273529771442,-2695694.956931817,-4293984.57536518,3856806.6563812927,885.2061603398149
4,2020-05-14-US-MTV-1,Pixel4,1273529770442,1,2,GPS_L1,1273529770372019656,-4854266.925,-17953464.474,19623272.353,2147.696,973.172,1464.621,-136679.936,-0.0,21109503.147,1.499,0.0,3.894,2.668,20972816.648999996,G2,1273529771442,-2695694.956931817,-4293984.57536518,3856806.6563812927,885.2061603398149
5,2020-05-14-US-MTV-1,Pixel4,1273529770442,1,6,GPS_L1,1273529770367401260,6893785.74,-13140193.572,22079705.733,2391.093,1428.204,108.061,-81411.985,-0.002,22494063.436,1.799,0.0,5.687,4.313,22412641.451,G6,1273529771442,-2695694.956931817,-4293984.57536518,3856806.6563812927,885.2061603398149
6,2020-05-14-US-MTV-1,Pixel4,1273529770442,1,12,GPS_L1,1273529770375423189,-10788192.02,-16007531.322,18078754.192,332.917,-2313.023,-1810.077,35344.495,-0.002,20089149.623,1.799,0.0,3.769,2.527,20124487.822,G12,1273529771442,-2695694.956931817,-4293984.57536518,3856806.6563812927,885.2061603398149
0,2020-05-14-US-MTV-1,Pixel4,1273529771442,1,5,GPS_L1,1273529771366119783,-2080584.318,-26266282.09,-2470778.679,319.911,-303.539,3148.584,-3793.239,-0.001,22878240.576,3.298,0.0,7.226,5.347,22874434.764000002,G5,1273529772442,-2695701.033240846,-4293969.287748242,3856819.360760372,901.63443477647
1,2020-05-14-US-MTV-1,Pixel4,1273529771442,1,19,GPS_L1,1273529771361390755,16407700.418,-16250270.268,12803744.257,1610.883,-484.019,-2619.148,-47595.905,0.001,24295967.504,1.799,0.0,8.773,10.97,24248351.856000002,G19,1273529772442,-2695701.033240846,-4293969.287748242,3856819.360760372,901.63443477647
2,2020-05-14-US-MTV-1,Pixel4,1273529771442,1,25,GPS_L1,1273529771371770856,-14646673.175,-5222699.644,21323661.968,95.739,-2757.896,-577.004,1223.343,0.0,21184091.511,2.099,0.0,4.633,3.254,21185306.966999996,G25,1273529772442,-2695701.033240846,-4293969.287748242,3856819.360760372,901.63443477647
3,2020-05-14-US-MTV-1,Pixel4,1273529771442,1,29,GPS_L1,1273529771364908429,-23383145.483,1780159.693,12447504.866,1364.565,-819.175,2668.816,-31297.538,-0.003,23241395.369,3.298,0.0,7.354,5.856,23210084.621000003,G29,1273529772442,-2695701.033240846,-4293969.287748242,3856819.360760372,901.63443477647
4,2020-05-14-US-MTV-1,Pixel4,1273529771442,1,2,GPS_L1,1273529771372018796,-4852119.123,-17952491.326,19624736.774,2147.91,973.126,1464.225,-136679.936,-0.0,21109760.968,1.199,0.0,3.894,2.668,20973074.469999995,G2,1273529772442,-2695701.033240846,-4293969.287748242,3856819.360760372,901.63443477647
5,2020-05-14-US-MTV-1,Pixel4,1273529771442,1,6,GPS_L1,1273529771367399415,6896176.878,-13138765.441,22079813.559,2391.192,1428.064,107.594,-81411.987,-0.002,22494616.553,1.799,0.0,5.688,4.314,22413194.564,G6,1273529772442,-2695701.033240846,-4293969.287748242,3856819.360760372,901.63443477647
6,2020-05-14-US-MTV-1,Pixel4,1273529771442,1,12,GPS_L1,1273529771375423376,-10787859.184,-16009844.239,18076943.919,332.755,-2312.811,-1810.467,35344.493,-0.002,20089093.562,1.799,0.0,3.769,2.527,20124431.759,G12,1273529772442,-2695701.033240846,-4293969.287748242,3856819.360760372,901.63443477647
0,2020-05-14-US-MTV-1,Pixel4,1273529772442,1,5,GPS_L1,1273529772366121594,-2080264.412,-26266585.44,-2467630.063,319.901,-303.161,3148.637,-3793.24,-0.001,22877697.651,3.298,0.0,7.225,5.345,22873891.841000002,G5,1273529773442,-2695707.052679088,-4293954.180329615,3856831.8723391765,906.6844705299618
1,2020-05-14-US-MTV-1,Pixel4,1273529772442,1,19,GPS_L1,1273529772361388896,16409311.128,-16250754.271,12801124.974,1610.544,-483.988,-2619.426,-47595.904,0.001,24296524.818,1.799,0.0,8.774,10.975,24248909.165,G19,1273529773442,-2695707.052679088,-4293954.180329615,3856831.8723391765,906.6844705299618
2,2020-05-14-US-MTV-1,Pixel4,1273529772442,1,25,GPS_L1,1273529772371772221,-14646577.518,-5225457.508,21323084.731,95.576,-2757.825,-577.467,1223.343,0.0,21183682.294,2.099,0.0,4.632,3.254,21184897.751,G25,1273529773442,-2695707.052679088,-4293954.180329615,3856831.8723391765,906.6844705299618
3,2020-05-14-US-MTV-1,Pixel4,1273529772442,1,29,GPS_L1,1273529772364909925,-23381780.788,1779340.403,12450173.553,1364.819,-819.402,2668.55,-31297.541,-0.003,23240946.879,2.998,0.0,7.353,5.855,23209636.13,G29,1273529773442,-2695707.052679088,-4293954.180329615,3856831.8723391765,906.6844705299618
4,2020-05-14-US-MTV-1,Pixel4,1273529772442,1,2,GPS_L1,1273529772372017937,-4849971.108,-17951518.225,19626200.8,2148.124,973.079,1463.829,-136679.936,-0.0,21110018.49,1.199,0.0,3.894,2.668,20973331.991999995,G2,1273529773442,-2695707.052679088,-4293954.180329615,3856831.8723391765,906.6844705299618
5,2020-05-14-US-MTV-1,Pixel4,1273529772442,1,6,GPS_L1,1273529772367397558,6898568.116,-13137337.45,22079920.919,2391.291,1427.923,107.126,-81411.988,-0.002,22495173.268,1.799,0.0,5.688,4.315,22413751.276999995,G6,1273529773442,-2695707.052679088,-4293954.180329615,3856831.8723391765,906.6844705299618
6,2020-05-14-US-MTV-1,Pixel4,1273529772442,1,12,GPS_L1,1273529772375423574,-10787526.511,-16012156.945,18075133.256,332.593,-2312.6,-1810.856,35344.491,-0.002,20089034.203,1.799,0.0,3.769,2.527,20124372.398000002,G12,1273529773442,-2695707.052679088,-4293954.180329615,3856831.8723391765,906.6844705299618
0,2020-05-14-US-MTV-1,Pixel4,1273529773442,1,5,GPS_L1,1273529773366123412,-2079944.516,-26266888.411,-2464481.394,319.89,-302.782,3148.69,-3793.24,-0.001,22877152.629,3.298,0.0,7.224,5.344,22873346.821000002,G5,1273529774442,-2695713.041554979,-4293939.256268419,3856844.202256926,923.4314054050654
1,2020-05-14-US-MTV-1,Pixel4,1273529773442,1,19,GPS_L1,1273529773361387024,16410921.499,-16251238.243,12798505.414,1610.206,-483.958,-2619.703,-47595.903,0.001,24297086.029,1.799,0.0,8.774,10.979,24249470.373,G19,1273529774442,-2695713.041554979,-4293939.256268419,3856844.202256926,923.4314054050654
2,2020-05-14-US-MTV-1,Pixel4,1273529773442,1,25,GPS_L1,1273529773371773587,-14646482.024,-5228215.3,21322507.032,95.414,-2757.753,-577.929,1223.344,0.0,21183272.777,2.099,0.0,4.632,3.253,21184488.236,G25,1273529774442,-2695713.041554979,-4293939.256268419,3856844.202256926,923.4314054050654
3,2020-05-14-US-MTV-1,Pixel4,1273529773442,1,29,GPS_L1,1273529773364911396,-23380415.84,1778520.885,12452841.974,1365.074,-819.63,2668.285,-31297.543,-0.003,23240505.884,2.998,0.0,7.352,5.854,23209195.134999998,G29,1273529774442,-2695713.041554979,-4293939.256268419,3856844.202256926,923.4314054050654
4,2020-05-14-US-MTV-1,Pixel4,1273529773442,1,2,GPS_L1,1273529773372017067,-4847822.878,-17950545.17,19627664.429,2148.338,973.032,1463.433,-136679.936,-0.0,21110279.31,1.199,0.0,3.894,2.668,20973592.811999995,G2,1273529774442,-2695713.041554979,-4293939.256268419,3856844.202256926,923.4314054050654
5,2020-05-14-US-MTV-1,Pixel4,1273529773442,1,6,GPS_L1,1273529773367395698,6900959.453,-13135909.601,22080027.811,2391.39,1427.783,106.659,-81411.99,-0.002,22495730.881,1.799,0.0,5.689,4.316,22414308.886000004,G6,1273529774442,-2695713.041554979,-4293939.256268419,3856844.202256926,923.4314054050654
6,2020-05-14-US-MTV-1,Pixel4,1273529773442,1,12,GPS_L1,1273529773375423762,-10787193.999,-16014469.439,18073322.204,332.431,-2312.389,-1811.246,35344.49,-0.002,20088977.842,1.799,0.0,3.769,2.527,20124316.036,G12,1273529774442,-2695713.041554979,-4293939.256268419,3856844.202256926,923.4314054050654
0,2020-05-14-US-MTV-1,Pixel4,1273529774442,1,5,GPS_L1,1273529774366125217,-2079624.63,-26267191.004,-2461332.672,319.88,-302.404,3148.743,-3793.241,-0.001,22876611.503,3.298,0.0,7.223,5.343,22872805.696,G5,1273529775442,-2695718.9465047102,-4293924.509644365,3856856.3941131965,936.6815675232125
1,2020-05-14-US-MTV-1,Pixel4,1273529774442,1,19,GPS_L1,1273529774361385150,16412531.532,-16251722.185,12795885.578,1609.867,-483.927,-2619.98,-47595.902,0.001,24297647.84,1.799,0.0,8.775,10.983,24250032.180000003,G19,1273529775442,-2695718.9465047102,-4293924.509644365,3856856.3941131965,936.6815675232125
2,2020-05-14-US-MTV-1,Pixel4,1273529774442,1,25,GPS_L1,1273529774371774951,-14646386.692,-5230973.021,21321928.871,95.251,-2757.681,-578.391,1223.344,0.0,21182863.86,2.398,0.0,4.631,3.253,21184079.32,G25,1273529775442,-2695718.9465047102,-4293924.509644365,3856856.3941131965,936.6815675232125
3,2020-05-14-US-MTV-1,Pixel4,1273529774442,1,29,GPS_L1,1273529774364912887,-23379050.637,1777701.139,12455510.131,1365.328,-819.857,2668.02,-31297.546,-0.003,23240058.894,3.298,0.0,7.351,5.853,23208748.144,G29,1273529775442,-2695718.9465047102,-4293924.509644365,3856856.3941131965,936.6815675232125
4,2020-05-14-US-MTV-1,Pixel4,1273529774442,1,2,GPS_L1,1273529774372016214,-4845674.435,-17949572.162,19629127.662,2148.552,972.986,1463.037,-136679.936,-0.0,21110535.033,1.199,0.0,3.894,2.668,20973848.534999996,G2,1273529775442,-2695718.9465047102,-4293924.509644365,3856856.3941131965,936.6815675232125
