Epoch index,GPS Time[s],ECEF X[m],ECEF Y[m],ECEF Z[m],Lat[deg],Lon[deg],Alt[m],Clock Bias[s],PDOP,HDOP
13,1273529475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14,1273529476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15,1273529477,-2694560.95176319,-4296474.64771615,3854800.79186536,37.423576079181,-122.094137996503,-50.4106498202309,-6.87255319515404e-08,1.81976555893345,1.00614347173958
16,1273529478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17,1273529479,-2694572.27635167,-4296488.85759324,3854805.52843428,37.4235111104704,-122.094161089126,-33.1934506734833,-4.31395694470061e-08,1.81968605361803,1.00616219938092
18,1273529480,-2694573.96612644,-4296487.25601278,3854812.46134246,37.4235632330036,-122.094186875418,-29.3448468782008,-3.72590479584302e-08,1.81964682338791,1.00617257002022
19,1273529481,-2694572.44019239,-4296491.25295018,3854816.28867311,37.4235765183589,-122.094148279108,-24.9737066477537,-3.09938525706232e-08,1.8196068719612,1.00618216146139
20,1273529482,-2694565.52346173,-4296488.68583952,3854807.61881498,37.4235465107447,-122.094097488273,-34.8880547508597,-6.23708623373424e-08,1.819567760925,1.00619159671929
21,1273529483,-2694565.63601428,-4296481.86670696,3854808.31564103,37.4235828017586,-122.094139497387,-39.0049970028922,-7.42810251707749e-08,1.81952803941439,1.00620168507816
22,1273529484,-2694569.58218881,-4296480.25686062,3854807.15507791,37.4235704845933,-122.094186929329,-39.1282884702086,-7.57777795078844e-08,1.81948875322152,1.00621161095777
23,1273529485,-2694561.44630408,-4296479.13161133,3854813.93258884,37.423647870657,-122.094115815102,-39.1995674269274,-7.26273698531713e-08,1.81944914321773,1.00622192842501
24,1273529486,-2694566.59386048,-4296479.87311103,3854818.494948,37.4236621020284,-122.094160631518,-33.7561213653535,-6.31429948005876e-08,1.81940920304177,1.0062318844331
25,1273529487,-2694574.7868292,-4296485.97355512,3854805.80809424,37.4235191863764,-122.094202428309,-33.9045789856464,-8.67575575895366e-08,1.81936869256749,1.00624031187727
26,1273529488,-2694571.24729343,-4296482.8893156,3854807.98546904,37.4235593710965,-122.094187064671,-36.1499588955194,-9.67751062998948e-08,1.81932905265429,1.00625062241976
27,1273529489,-2694565.85278783,-4296478.19038925,3854806.73935795,37.4235879453741,-122.09416363928,-42.3448576834053,-1.027462233583e-07,1.81928974806601,1.00626074995772
28,1273529490,-2694567.1687097,-4296474.34867168,3854798.83708376,37.4235453921842,-122.09419929397,-49.1765338294208,-1.17224091965911e-07,1.81925016881263,1.00627040799082
29,1273529491,-2694568.60479195,-4296475.49820243,3854803.20329713,37.4235671248683,-122.094206138623,-45.1438195891678,-1.31034913581302e-07,1.81920952979213,1.00628030965316
30,1273529492,-2694574.21441259,-4296485.52881221,3854802.99784085,37.4235028056293,-122.094199619298,-36.1531282151118,-4.85227169786726e-08,1.93159713938828,1.18923373995848
31,1273529493,-2694572.29192951,-4296482.24799632,3854799.50345993,37.4234986129589,-122.094200912396,-41.2951867179945,-3.37032241208201e-08,1.81912815264338,1.00629917915538
32,1273529494,-2694562.82463228,-4296480.63679086,3854812.69901669,37.4236280516777,-122.094119972232,-38.3549496904016,-3.11367029849443e-08,1.93163120836972,1.18933343415888
33,1273529495,-2694573.39784503,-4296480.98189847,3854805.10369342,37.423541341818,-122.094219096872,-38.2771001942456,-4.46040837722804e-08,1.81904745411453,1.00631901650499
34,1273529496,-2694570.03809269,-4296488.12044522,3854809.62610167,37.4235503627811,-122.094144091527,-32.143673716113,-3.44577075241774e-08,1.9316639977427,1.18943207706585
35,1273529497,-2694568.94969877,-4296480.96511627,3854808.53961832,37.4235789464586,-122.094176624455,-38.0772661631927,-6.13945107973975e-08,1.81896484255825,1.00633838918855
36,1273529498,-2694573.34765059,-4296482.09206855,3854804.12689053,37.4235293484309,-122.094211952644,-38.1449655666947,-8.90821023546303e-08,1.81892422582306,1.00634789665996
37,1273529499,-2694571.91906193,-4296485.03459033,3854805.43002101,37.4235291796112,-122.094180617117,-35.976122520864,-8.79921384640241e-08,1.81888262898141,1.00635739388424
38,1273529500,-2694569.37966669,-4296482.19994565,3854805.8766514,37.4235529123754,-122.094173327592,-38.6833432810381,-9.55405833567694e-08,1.81884242423802,1.00636762415829
39,1273529501,-2694571.30313329,-4296485.25325026,3854814.20329556,37.4235927352527,-122.094173409566,-30.7573590306565,-7.60548033751112e-08,1.81880111243274,1.00637771703644
40,1273529502,-2694570.54442983,-4296486.04663454,3854811.39194783,37.4235711453033,-122.094161385731,-32.2521705981344,-7.93276610344832e-08,1.81875957775783,1.00638712144579
41,1273529503,-2694572.48327884,-4296491.59980751,3854819.65695751,37.4235988860938,-122.094146609476,-22.6752457162365,-5.57701169095481e-08,1.8187170915341,1.00639672472141
42,1273529504,-2694574.20609355,-4296502.1563159,3854829.67264392,37.4236165732328,-122.094099733156,-8.75935237016529,-1.96884189654351e-08,1.81867467008865,1.00640626809146
43,1273529505,-2694567.75434171,-4296500.8879077,3854823.66539686,37.4235982412079,-122.094045597237,-15.9856620803475,-3.66569528535985e-08,1.81863365759454,1.00641583729676
44,1273529506,-2694568.93028054,-4296497.2870102,3854817.7623672,37.4235692841555,-122.094078466433,-21.4994407463819,-4.83322519801268e-08,1.81859250234704,1.00642554389273
45,1273529507,-2694567.2201824,-4296488.06084548,3854815.33789449,37.4235997084644,-122.094117479095,-29.9017151407897,-6.28836833122128e-08,1.81855133441072,1.00643578129514
46,1273529508,-2694566.98076385,-4296490.54340125,3854808.47098304,37.4235397521659,-122.094100286087,-32.5055195204914,-7.62721899208657e-08,1.81850985590574,1.00644499357618
47,1273529509,-2694567.68024244,-4296490.27201613,3854816.48011836,37.4235962862824,-122.094108609775,-27.5257906280458,-6.66087149683483e-08,1.8184679617062,1.00645530540136
48,1273529510,-2694557.93764826,-4296479.43657502,3854813.68344324,37.4236548806798,-122.094080403166,-40.626266580075,-9.89406503641653e-08,1.81842645047157,1.00646554788865
49,1273529511,-2694559.57710261,-4296476.18451837,3854803.04934827,37.4235891032128,-122.094115614921,-48.584851173684,-1.19261559911512e-07,1.81838549431795,1.00647515104384
50,1273529512,-2694563.9029234,-4296468.61651397,3854808.60738135,37.4236513957108,-122.094202444564,-48.4736697440967,-1.37199057504971e-07,1.81834401016284,1.00648589658661
51,1273529513,-2694567.64022666,-4296473.45794737,3854809.75601165,37.4236262839337,-122.094209153458,-42.9413907015696,-6.26315014425921e-08,1.81830157686432,1.00649538757575
52,1273529514,-2694559.8967139,-4296472.78723434,3854808.95528572,37.4236461931934,-122.094139066193,-47.1466172030196,-2.55487315369431e-08,1.81825958634752,1.0065051738156
53,1273529515,-2694568.87613946,-4296482.43671653,3854817.52234393,37.4236366108748,-122.094167087117,-31.6593860452995,-7.87946436773539e-09,1.81821634085658,1.00651468089888
54,1273529516,-2694571.49552898,-4296488.63550421,3854817.87246891,37.4236027412406,-122.094154948979,-26.1708397576585,2.88770854996678e-09,1.81817315127825,1.0065238747931
55,1273529517,-2694568.03347058,-4296480.74346985,3854814.36310556,37.4236243106995,-122.094169185677,-35.0740402899683,-8.29333170730062e-09,1.81813172447464,1.00653422434657
56,1273529518,-2694562.49221181,-4296471.91252146,3854808.23394384,37.4236375382345,-122.094169158232,-47.078315618448,-4.63239231495874e-08,1.81809045363256,1.00654446488966
57,1273529519,-2694559.19049991,-4296470.20687293,3854813.97944813,37.4236961683612,-122.094147795692,-46.1274579362944,-3.745037944902e-08,1.81804676333105,1.00655428727916
58,1273529520,-2694559.8403653,-4296465.99803162,3854808.85162198,37.4236771088674,-122.094179279279,-51.8011422324926,-5.29094699090954e-08,1.81800467584818,1.00656417289462
59,1273529521,-2694552.32354449,-4296465.43394845,3854804.26791865,37.423668794495,-122.09411072147,-58.1379028121009,-7.46330963982199e-08,1.81796292182793,1.00657403670553
60,1273529522,-2694561.73747259,-4296473.84750245,3854811.08549984,37.4236511626518,-122.094150319839,-44.3620274076238,-4.09305821318567e-08,1.81791888381256,1.00658345077744
61,1273529523,-2694560.4998036,-4296465.30066504,3854807.21532909,37.4236667166453,-122.094189776749,-52.9864601576701,-7.23851515518667e-08,1.81787627223851,1.00659351732596
62,1273529524,-2694555.33286651,-4296457.67818143,3854799.04490161,37.4236586429663,-122.094186078123,-65.2602244112641,-1.04677931517173e-07,1.9321552381902,1.19084129580572
63,1273529525,-2694565.25476667,-4296473.11742173,3854805.73549792,37.4236060341705,-122.094188366225,-46.6203182907775,-6.26905242327859e-08,1.93217240891068,1.19089159565118
64,1273529526,-2694559.19965613,-4296472.56335725,3854807.74418224,37.4236405934207,-122.094133738468,-48.3273555925116,-7.73593199071516e-08,1.81774724854472,1.00662262811791
65,1273529527,-2694560.62593988,-4296469.22988128,3854808.37341389,37.4236564097786,-122.094167398741,-49.5859020259231,-9.68886783180043e-08,1.81770372405462,1.00663247950625
66,1273529528,-2694558.55399655,-4296472.98700399,3854811.19819161,37.4236652221407,-122.094125015898,-46.2157481601462,-8.78937303658252e-08,1.8176601700446,1.00664219749055
67,1273529529,-2694562.80196645,-4296473.11093518,3854804.45324703,37.423604024726,-122.094164929387,-48.4388678511605,-9.1720749953248e-08,1.81761751658621,1.00665179190398
68,1273529530,-2694558.17905322,-4296474.02685511,3854805.7484192,37.4236224928566,-122.094115185579,-48.9861926585436,-9.39677490333014e-08,1.81757223268462,1.00666101463448
69,1273529531,-2694559.49061484,-4296484.83822717,3854813.44878221,37.4236236266512,-122.094062843187,-36.4793824851513,-6.4150449382848e-08,1.81752824612577,1.00667061745092
70,1273529532,-2694564.01195416,-4296493.45009441,3854817.39931998,37.4235987932458,-122.094054424245,-26.3768135793507,-2.86584719901012e-08,1.81748383187617,1.00667996241472
71,1273529533,-2694561.97301466,-4296487.2776549,3854817.03579172,37.4236307561025,-122.094071959584,-31.6108601344749,-4.45000302489739e-08,1.8174398026359,1.00668999484013
72,1273529534,-2694564.75717402,-4296492.62310639,3854821.71560416,37.4236313469899,-122.094066520722,-23.9957453850657,-3.15384817148742e-08,1.81739553192513,1.00669964860694
73,1273529535,-2694560.71506588,-4296485.11072858,3854826.16897332,37.4237098208888,-122.094072926725,-28.0492797689512,-3.2007080272563e-08,1.81735177699904,1.00671016261627
74,1273529536,-2694568.8498205,-4296481.75665364,3854826.29581354,37.4237026214241,-122.094170917305,-26.796362824738,-2.7983219864981e-08,1.81730817594635,1.00672030667064
75,1273529537,-2694562.81067058,-4296478.37128839,3854821.84737533,37.4237040633804,-122.094133437313,-34.3255700115114,-5.7161947657054e-08,1.81726420237377,1.00672997529354
76,1273529538,-2694548.68774784,-4296474.79292856,3854825.35202533,37.4237868271909,-122.094019745648,-40.5624153325334,-7.73398739031892e-08,1.81722004938505,1.00674017362117
77,1273529539,-2694552.91923932,-4296480.97417659,3854824.83415456,37.4237421377479,-122.094023142414,-34.9329415978864,-7.079892043229e-08,2.35123836856314,1.1731294285163
78,1273529540,-2694551.53345493,-4296479.56206788,3854819.92233215,37.4237175727539,-122.09401835522,-39.4526694780216,-7.81619942434509e-08,1.81713135054605,1.00675911355138
79,1273529541,-2694549.53933334,-4296486.50343228,3854823.26108574,37.4237150654486,-122.093957603927,-33.5949751446024,-6.421171303391e-08,1.81708674940198,1.00676869118141
80,1273529542,-2694548.12244916,-4296492.32457251,3854823.36757363,37.423692946522,-122.093909101616,-30.2116602594033,-6.06478596729599e-08,1.81704176316272,1.00677801189712
81,1273529543,-2694549.98372237,-4296496.49629131,3854824.23519616,37.4236743884211,-122.093901875279,-26.0923211956397,-4.30977318782725e-08,1.81699744791362,1.00678768784073
82,1273529544,-2694537.71213402,-4296499.7148666,3854821.08161741,37.4236725929697,-122.093765104229,-31.0212454106659,-6.17801341671532e-08,1.81695180184436,1.00679675861147
83,1273529545,-2694530.08169533,-4296497.36277427,3854824.77644723,37.4237321409141,-122.093706191265,-33.5779824182391,-6.95387179219564e-08,1.81690754042642,1.00680706916043
84,1273529546,-2694527.44379413,-4296496.93674669,3854823.76277066,37.4237345378778,-122.09368350097,-35.5936736827716,-7.12035500898114e-08,1.81686304867033,1.00681693773691
85,1273529547,-2694523.38210339,-4296502.57064644,3854827.23238807,37.4237450467866,-122.093610809154,-31.4084843127057,-5.87870102916154e-08,1.81681756385031,1.00682645807203
86,1273529548,-2694525.25261712,-4296506.25521637,3854828.90674954,37.4237344942121,-122.093606595592,-27.1227401308715,-4.98984282335117e-08,1.81677232179319,1.00683608406936
87,1273529549,-2694520.44218124,-4296509.00885613,3854829.19579243,37.423737783361,-122.09354402613,-27.1241612024605,-5.41657211811752e-08,1.8167273740447,1.00684579165184
88,1273529550,-2694516.03221076,-4296506.93517478,3854836.64326463,37.4238135230814,-122.093514265097,-25.8542116014287,-4.28468015813941e-08,1.81668230033795,1.00685623591618
89,1273529551,-2694516.57994354,-4296503.38118461,3854839.47139247,37.4238486527358,-122.093540840019,-26.2955534243956,-3.94820106133849e-08,1.98158572412859,1.28029618372111
90,1273529552,-2694513.42875635,-4296501.63631719,3854839.48434225,37.4238660068809,-122.093521153185,-28.7912427065894,-5.59020092816544e-08,1.98153556183634,1.28028050477881
91,1273529553,-2694506.19533097,-4296488.68266813,3854851.31992764,37.4240318301678,-122.093529674751,-33.3659319039434,-5.90182949115258e-08,3.18926378859893,2.79417710618177
92,1273529554,-2694499.79170596,-4296487.63080637,3854844.8801027,37.4240092584108,-122.09347469864,-40.6891011446714,-8.53847549719057e-08,1.93270383279019,1.19238118313951
93,1273529555,-2694507.4950595,-4296489.24373981,3854869.28888211,37.424154023955,-122.093538746795,-21.5201276903972,-2.55208878650013e-08,1.93272186161773,1.19243398360313
94,1273529556,-2694499.40309844,-4296475.8385794,3854881.520003,37.4243272696726,-122.093541761452,-26.5203755106777,-3.84397539965723e-08,1.93274049186342,1.19248679464099
95,1273529557,-2694492.997389,-4296470.00859886,3854890.39899026,37.4244364834798,-122.093515445711,-27.7496805423871,-3.84851162199931e-08,1.93275973384763,1.19253946019922
96,1273529558,-2694486.56953183,-4296461.57080354,3854896.87836346,37.4245406886372,-122.093504571241,-32.2011113530025,-5.66444852979731e-08,3.18937167767887,2.79435459651093
97,1273529559,-2694470.9066941,-4296450.02497945,3854935.51523834,37.4249162809904,-122.093423962702,-23.0973956668749,-9.12368161861046e-09,1.816270706465,1.00695330629015
98,1273529560,-2694476.3947128,-4296455.11701731,3854916.37168512,37.4247397123527,-122.093445924825,-28.9898565607145,-5.1028930692165e-08,1.81622515801732,1.00696170471872
99,1273529561,-2694473.29748454,-4296457.37436215,3854925.51751401,37.4248036940998,-122.093402730964,-23.2198628019542,-4.68277604424028e-08,1.81617880856325,1.00697184438719
100,1273529562,-2694462.16135121,-4296449.26806556,3854923.60192028,37.4248599891779,-122.093344802394,-34.536560293287,-8.97133091522972e-08,1.98102676244651,1.28012647753552
101,1273529563,-2694462.12716339,-4296441.87220412,3854938.88757938,37.4250037735732,-122.093388868713,-30.2374306302518,-7.53192662616912e-08,1.81608658008879,1.00699317889936
102,1273529564,-2694455.90357281,-4296436.68766938,3854953.81491076,37.4251527421163,-122.09336042129,-27.2797716204077,-5.96153395392354e-08,1.81604010328215,1.00700420343232
103,1273529565,-2694449.39219244,-4296439.41646939,3854952.66225673,37.4251507788588,-122.093281719536,-28.8917112406343,-9.32358527784269e-08,1.81599364863224,1.00701369677994
104,1273529566,-2694440.82736655,-4296443.98182265,3854958.43575792,37.4251958295311,-122.093172339784,-25.9252402894199,-1.24091564459814e-08,1.81594486835628,1.00702277263055
105,1273529567,-2694444.5945808,-4296440.42394404,3854960.22152797,37.4252141525929,-122.093229752923,-25.6441901074722,2.28627976235791e-08,1.81589932796168,1.00703326029911
106,1273529568,-2694438.5804345,-4296438.30167549,3854959.47911864,37.425236182105,-122.093184928664,-30.0607533073053,3.10994356819327e-09,1.81585391061371,1.00704353372382
107,1273529569,-2694434.24219553,-4296440.49053132,3854961.2692289,37.4252514581033,-122.093130267542,-29.3306429488584,5.74690924442474e-09,1.81580701638035,1.00705326814715
108,1273529570,-2694432.9489013,-4296445.87248361,3854960.973801,37.4252281399845,-122.093085584076,-26.4349345900118,3.71592569393122e-09,1.81576004686883,1.00706270251876
109,1273529571,-2694431.91224313,-4296450.92202913,3854955.23060912,37.4251666361454,-122.093045352271,-26.9653235785663,-3.81042153785996e-09,1.81571285829962,1.00707170251544
110,1273529572,-2694424.49651888,-4296453.97730722,3854950.90078419,37.4251430550276,-122.092956035021,-30.6699923239648,-1.348589624247e-08,1.8156663783839,1.00708122943379
111,1273529573,-2694411.13604661,-4296461.02605755,3854949.02582011,37.4251358083819,-122.092785848156,-32.7042287830263,-1.68312918238905e-08,1.81561920425842,1.00709044991517
112,1273529574,-2694404.24862761,-4296472.15326181,3854944.02296832,37.4250684287679,-122.092653136593,-31.1642292682081,-2.38536423801924e-08,1.81557182788422,1.00709922345087
113,1273529575,-2694398.41950443,-4296478.89223694,3854937.80801382,37.4250096539956,-122.092556894324,-32.8666874803603,-2.56635515506316e-08,1.81552517070139,1.00710842876431
114,1273529576,-2694391.18688923,-4296491.05434019,3854933.97124905,37.4249468214123,-122.092414667451,-30.0673457533121,-2.28336877679392e-08,1.81547736164643,1.00711712933409
115,1273529577,-2694380.15782624,-4296496.67608209,3854927.16143607,37.4249041001864,-122.092275361008,-35.0769024426118,-4.00790887150264e-08,1.81543005189272,1.00712617480138
116,1273529578,-2694368.05762621,-4296510.03240511,3854922.74429412,37.4248457349201,-122.0920793772,-33.8804556792602,-4.25061873051327e-08,1.81538232771823,1.00713483118939
117,1273529579,-2694357.61454375,-4296528.35385943,3854922.02182918,37.4247859526274,-122.091869452848,-26.3989077936858,-2.92207057323736e-08,2.34715841962478,1.17078624940165
118,1273529580,-2694347.86619766,-4296531.9119254,3854919.38441044,37.4247789337945,-122.091754791491,-29.7208118392155,-3.84114513858134e-08,2.34705181919573,1.17072738810495
119,1273529581,-2694335.69274492,-4296542.96376014,3854913.65427265,37.4247220762177,-122.09157193946,-30.9035376794636,-4.26197632524146e-08,1.81523897523009,1.00716159927147
120,1273529582,-2694328.20353886,-4296556.18021848,3854916.9466858,37.4247061106217,-122.091420930116,-23.1703397752717,-2.71326635922004e-08,1.81519140662327,1.00717101202682
121,1273529583,-2694315.93857789,-4296563.21585462,3854916.4687014,37.4247057316329,-122.091261308411,-23.9018968204036,-2.23756234216714e-08,1.81514266800844,1.00718002432787
122,1273529584,-2694304.21248462,-4296572.23959697,3854905.70026244,37.4246209287524,-122.091094911639,-29.3221443425864,-4.29300894670321e-08,1.81509469044617,1.00718855572377
123,1273529585,-2694305.18015807,-4296591.57356725,3854897.35821067,37.4244687319503,-122.090988130046,-20.9753567334265,-2.2933658339222e-08,1.81504618918718,1.00719663162425
124,1273529586,-2694288.16307329,-4296595.48816577,3854891.31305458,37.424456818859,-122.090801756706,-29.194905327633,-4.22506107553836e-08,2.28249978129654,1.28576645116134
125,1273529587,-2694280.21040979,-4296599.78719525,3854877.93362736,37.4243642731482,-122.090699835384,-37.7885884251446,-6.883646700254e-08,2.28240364978416,1.2858234292725
126,1273529588,-2694273.00209953,-4296609.65388294,3854874.50290819,37.4243149217764,-122.090571621635,-36.2762256888673,-6.26205250376981e-08,1.81490270455744,1.00722386315179
127,1273529589,-2694265.74171227,-4296621.30469798,3854863.08589155,37.4242002989127,-122.090432201431,-38.438782081008,-6.73157227469067e-08,1.81485458519728,1.00723237025674
128,1273529590,-2694279.31237024,-4296635.01671247,3854854.75555724,37.4240376044411,-122.090479793617,-28.5499990545213,-3.81493026688875e-08,1.86587975440737,1.08585216875139
129,1273529591,-2694274.95174575,-4296645.33589795,3854856.7203011,37.4240164776241,-122.090376121371,-22.2528056064621,-1.37076025591012e-08,1.81475669180416,1.00725004260988
130,1273529592,-2694269.98764946,-4296653.13205572,3854852.25713392,37.4239628152526,-122.090281816211,-21.8140475973487,-1.82771235275176e-08,1.81470791663576,1.00725901836818
131,1273529593,-2694280.47301396,-4296664.92908702,3854848.15634537,37.4238482447446,-122.090311371615,-11.9450173126534,4.55485775315316e-09,1.81465919499837,1.00726790875757
132,1273529594,-2694273.32559216,-4296649.34196427,3854841.15322878,37.4238912328871,-122.090336512772,-29.7037478797138,-3.94682197992248e-08,1.81461132343462,1.00727835561299
133,1273529595,-2694274.89045685,-4296662.21094719,3854840.17582236,37.4238199881705,-122.090274252649,-20.9789541102946,-1.05971978415107e-08,1.81456138536155,1.0072870009204
134,1273529596,-2694276.56492132,-4296661.06698298,3854845.04539714,37.4238552686358,-122.090297145551,-18.0829081954435,2.13948094559815e-09,1.81451214656297,1.00729709244077
135,1273529597,-2694275.06657657,-4296655.65269238,3854844.31719099,37.4238795331674,-122.090315300185,-22.800458795391,-1.49868034079498e-08,1.81446412190881,1.00730749329316
136,1273529598,-2694277.43584678,-4296661.8945881,3854842.87858692,37.42383339122,-122.090300514349,-18.4754149531946,3.03320722330853e-09,1.81441539458957,1.00731701586674
137,1273529599,-2694273.17859355,-4296653.95157919,3854839.82445035,37.4238607684762,-122.090307439397,-27.4718204755336,-1.90444369725519e-08,1.81436652851623,1.00732711459399
138,1273529600,-2694271.42774629,-4296668.30352538,3854835.53895332,37.4237686182475,-122.090204542838,-21.1584967728704,-1.07891766276562e-08,1.81431751637647,1.00733597675893
139,1273529601,-2694277.83441319,-4296655.73303373,3854838.12343462,37.4238267892139,-122.090341310082,-25.342631297186,-1.78280683596833e-08,1.8142674268382,1.00734635498209
140,1273529602,-2694279.75059217,-4296659.2883892,3854838.46189779,37.4238071439529,-122.090338311782,-21.9363774098456,-1.21637993463125e-08,2.06316246047876,1.02240891424132
141,1273529603,-2694286.45453787,-4296651.63572748,3854826.74409648,37.4237392953916,-122.090448408329,-31.3778155269101,-3.28582150976103e-08,1.81416957798803,1.00736584336244
142,1273529604,-2694294.70758399,-4296648.31068478,3854824.81725462,37.4237169248439,-122.09054735802,-31.303925620392,-3.35317104028625e-08,1.8141205435887,1.00737592897422
143,1273529605,-2694297.48942792,-4296649.36943165,3854817.12043203,37.423648845862,-122.090567629586,-34.0952896215022,-3.88898266432776e-08,1.81407221809965,1.00738561600672
144,1273529606,-2694312.74253446,-4296644.67336665,3854816.84081209,37.423624259351,-122.090741808002,-30.9894282231107,-3.29463263282995e-08,1.81402191198591,1.00739552789275
145,1273529607,-2694323.07974415,-4296642.18211427,3854812.6769418,37.4235759506712,-122.090855701293,-30.8346238415688,-4.60888221458054e-08,2.34408717905297,1.16910850639972
146,1273529608,-2694337.56537905,-4296643.66696735,3854806.22523106,37.4234807586768,-122.090985435816,-27.6446427125484,-2.61412137516953e-08,1.81392161303559,1.00741438780976
147,1273529609,-2694357.62766125,-4296644.02531446,3854804.15555991,37.4234059262641,-122.091175306703,-20.1967230150476,-1.31046169977563e-08,1.81387102662204,1.00742390522661
148,1273529610,-2694362.47667361,-4296645.99143102,3854795.28265806,37.4233192091124,-122.09120991722,-22.2200636919588,-3.04881213006595e-08,1.81382123080063,1.00743314102733
149,1273529611,-2694367.0652555,-4296661.89849888,3854783.94179078,37.4231509197231,-122.09115836184,-16.4732583779842,-1.16802266531579e-08,1.81377168169367,1.00744160551661
150,1273529612,-2694385.03732242,-4296647.64105942,3854777.58100382,37.4231192623023,-122.091415949149,-22.3486704388633,-3.46817900307918e-08,1.81372145926352,1.00745182139116
151,1273529613,-2694388.70405508,-4296647.70584765,3854761.82004092,37.4229955155256,-122.091450655305,-30.3358765859157,-4.95975243937723e-08,1.81367170480825,1.0074608189061
152,1273529614,-2694398.76710171,-4296649.31639246,3854754.80370466,37.4229085649856,-122.091537304037,-29.27023473382,-4.55574058375483e-08,1.81362136022806,1.00747011045079
153,1273529615,-2694409.09175712,-4296641.68635026,3854753.44266639,37.4229041860113,-122.091681918715,-30.8747778246179,-6.32674115139661e-08,1.81357073870569,1.00748022092163
154,1273529616,-2694419.1191616,-4296632.47530392,3854741.84208323,37.4228347346585,-122.091833177709,-39.8909438047558,-7.83696476498957e-08,1.81352110687012,1.00749011072398
155,1273529617,-2694425.14105249,-4296631.76264843,3854736.38514285,37.422781474767,-122.091895091477,-41.1457757679746,-7.93814722186291e-08,1.81347169088849,1.00750004072945
156,1273529618,-2694445.55497061,-4296643.60856524,3854741.25598838,37.4227019947226,-122.092019375237,-21.6024165917188,-2.77641757326019e-08,1.8134188826859,1.00750891322781
157,1273529619,-2694455.41287706,-4296622.51727061,3854731.68823939,37.4227026916455,-122.092240318056,-37.4479428613558,-6.89147718440676e-08,1.81337020631455,1.00751996865709
158,1273529620,-2694472.47070716,-4296630.64684744,3854720.02189306,37.4225318784739,-122.092354784877,-31.8704589903355,-4.27872194577519e-08,1.813320146346,1.00752892779524
159,1273529621,-2694482.04068095,-4296638.67220809,3854727.76337837,37.4225222077004,-122.09239821018,-17.728527690284,-1.70691729358759e-10,1.81326688192316,1.00753809061026
160,1273529622,-2694486.87091283,-4296618.59193128,3854727.1870246,37.4225971789903,-122.092564965018,-29.5511126630008,-3.55115771117286e-08,1.81321704612688,1.00754931674193
161,1273529623,-2694518.98742336,-4296623.51703625,3854714.36605246,37.422389162104,-122.092842790446,-20.4773727077991,-5.19217592784315e-09,1.81316637331963,1.00755833297822
162,1273529624,-2694524.6550547,-4296612.07180638,3854707.48288191,37.4223765115245,-122.092965731601,-29.9693200038746,-2.43392451874176e-08,1.81311503082933,1.00756829980285
163,1273529625,-2694534.24966135,-4296607.96206559,3854705.80317478,37.4223556445992,-122.09308222863,-29.7067800518125,-2.00129068397343e-08,1.81306389068162,1.00757830911512
164,1273529626,-2694548.48934927,-4296599.98193591,3854702.72239594,37.4223291924706,-122.093266414336,-30.9397191461176,-1.51984446092378e-08,1.81301352678716,1.00758868477609
