Epoch index,GPS Time[s],ECEF X[m],ECEF Y[m],ECEF Z[m],Lat[deg],Lon[deg],Alt[m],Clock Bias[s],PDOP,HDOP
52,1303160628,-2682998.00299739,-4310755.51408058,3847026.40194043,37.3351760974816,-121.89797873749,-14.5732532665133,-5.60319441020181e-08,2.79030968988177,1.39594535642539
53,1303160629,-2683000.60357333,-4310755.51327977,3847032.11190049,37.3352094988456,-121.898003656304,-10.018233615905,-1.91322892558658e-08,2.79023728370099,1.3961245165007
54,1303160630,-2683002.89822016,-4310758.85148267,3847039.68964146,37.3352416737018,-121.898005734822,-2.20504053961486,-7.62368333184592e-08,2.79016837741137,1.39630470271494
55,1303160631,-2683000.5289641,-4310757.21049666,3847038.74263168,37.3352493436082,-121.897992821567,-4.88251432217658,-5.24647061316792e-08,2.7901003765267,1.39648530140182
56,1303160632,-2682999.15310027,-4310755.1179349,3847035.71515005,37.3352413353643,-121.8979921178,-8.70921417698264,-2.91722690842727e-08,2.79003184491623,1.3966660743974
57,1303160633,-2682995.96240638,-4310753.07289133,3847030.89627841,37.3352255132813,-121.897973744247,-14.3527540722862,-1.08924099262299e-08,2.78996088424477,1.39684585897328
58,1303160634,-2682993.76333075,-4310751.24128659,3847028.39228414,37.3352224217085,-121.897963597918,-18.0316781643778,-9.10294098981012e-08,2.78989305719054,1.39702672995022
59,1303160635,-2682995.2289963,-4310751.39540628,3847028.66761683,37.335219447069,-121.897976720341,-17.1448777150363,-6.42060266238079e-08,2.78982360674483,1.39720737519026
60,1303160636,-2682997.20038027,-4310754.99971799,3847034.99955646,37.335242395738,-121.897974115235,-10.0434175468981,-1.92074692768056e-08,2.78975427187372,1.39738757518306
61,1303160637,-2682994.82832822,-4310757.51566026,3847031.35202141,37.3352114413436,-121.89793638873,-11.5538091883063,-8.67442227211296e-08,2.789685737015,1.39756827164358
62,1303160638,-2682994.39283167,-4310749.8185475,3847025.85302501,37.3352090130346,-121.897978112023,-20.2675996283069,-8.58444905209136e-08,2.78961672576525,1.39774940414971
63,1303160639,-2682991.98935972,-4310764.05703868,3847029.51550233,37.3351761340485,-121.897870186759,-9.44472098443657,-1.93625250956834e-08,2.78954661126617,1.39792878302136
64,1303160640,-2682998.88974475,-4310757.79156499,3847032.13066117,37.3352040121864,-121.897973652796,-9.18898282013834,-4.73541806439628e-09,2.78947727556773,1.39811029538722
65,1303160641,-2682997.44454516,-4310760.69233302,3847030.94793988,37.3351862543719,-121.897942511158,-8.55534404981881,-6.89087429018237e-08,2.78940901267991,1.39829109085427
66,1303160642,-2682999.65629605,-4310752.20984024,3847027.45932373,37.3351942283264,-121.898014278577,-15.4678322607651,-6.5697873193191e-08,2.78934010123384,1.39847258164374
67,1303160643,-2683001.66041437,-4310752.85446691,3847032.19513674,37.3352193786865,-121.898029634723,-11.3185187848285,-3.05037286241342e-08,2.7892703307634,1.39865292974268
68,1303160644,-2683000.56964619,-4310756.14331176,3847031.31394107,37.3352009571919,-121.897999574594,-10.0911394916475,1.9843924973152e-09,2.78920086408055,1.39883335621328
69,1303160645,-2683001.73781329,-4310754.59024558,3847031.43784251,37.3352056769549,-121.898020026311,-10.5735749155283,-7.11354358035593e-08,2.78913227772874,1.39901446296059
70,1303160646,-2683002.12443495,-4310756.62135504,3847040.34953498,37.3352589819216,-121.898011619354,-3.63533496949822,-3.27666682171378e-08,2.78906593080014,1.39919544428999
71,1303160647,-2683001.67899438,-4310753.22114361,3847030.18258032,37.3352032056942,-121.898027626344,-12.2837633481249,-2.63369898872394e-08,2.78899823387489,1.39937757499952
72,1303160648,-2683000.8583843,-4310754.6490973,3847030.12823664,37.3351985611149,-121.898011250293,-11.6975759034976,-9.34378340733761e-08,2.78892616940122,1.39955710069421
73,1303160649,-2682998.95934606,-4310753.08082379,3847027.8558634,37.3351950408415,-121.89800240825,-14.9322130074725,-7.41149404583291e-08,2.78885765463519,1.39973800566892
74,1303160650,-2682998.33023486,-4310750.33225493,3847027.92825874,37.3352101276599,-121.898012770101,-17.0079949526116,-5.44216645002344e-08,2.78878852771019,1.39991871798636
75,1303160651,-2682997.61384105,-4310746.29435578,3847025.92870633,37.3352166044857,-121.898029983666,-21.2473762594163,-3.65549097799903e-08,2.78872015609986,1.400099900317
76,1303160652,-2682998.51732621,-4310752.57179218,3847031.3247242,37.3352235301133,-121.898001208806,-13.3577508181334,-8.49373224837799e-08,2.78865118466112,1.40028037133746
77,1303160653,-2682998.7483954,-4310747.05645331,3847028.48604561,37.3352281138923,-121.898036308777,-18.7052974002436,-7.22808473647936e-08,2.78858201943898,1.40046153453575
78,1303160654,-2682999.94237545,-4310747.57856128,3847029.24802203,37.3352277028901,-121.898044634182,-17.389099012129,-4.56723034355413e-08,2.78851343563987,1.40064270566771
79,1303160655,-2683002.19526258,-4310746.65649622,3847032.32157439,37.335247494715,-121.898071715303,-15.2009569564834,-1.67473098288986e-08,2.7884507952347,1.40082605143464
80,1303160656,-2683003.83015005,-4310744.37894141,3847029.15995676,37.3352306900985,-121.89810095825,-17.9689491232857,-9.99517443304992e-08,2.78838276898906,1.40100789837013
81,1303160657,-2683005.57081601,-4310751.42590946,3847034.73895419,37.3352329390972,-121.898075615187,-9.09716218709946,-4.59781407016522e-08,2.78831294250104,1.40118825454306
82,1303160658,-2683003.6743255,-4310748.77993512,3847032.21459927,37.3352326061016,-121.898073223588,-13.2110337410122,-2.79440489896655e-08,2.78824519125536,1.40136961715081
83,1303160659,-2683004.44756501,-4310759.73706379,3847043.58989811,37.3352610332639,-121.8980152974,1.4091129610315,-6.31729226995961e-08,2.78817359426385,1.40154861240016
84,1303160660,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
85,1303160661,-2683009.13318635,-4310763.90460421,3847049.37450595,37.3352696102642,-121.89803533679,9.69918228127062,4.71402725528787e-09,2.78803616955099,1.40191101544414
86,1303160662,-2683008.39523723,-4310761.38661304,3847046.51899286,37.3352629657745,-121.898043281081,5.95761116314679,2.14835258227075e-08,2.78796858998174,1.4020927074538
87,1303160663,-2683007.3040055,-4310762.13929653,3847051.12198125,37.3352956010046,-121.898028338877,8.79883995093405,-4.26577588925531e-08,2.7878994570395,1.40227309437343
88,1303160664,-2683006.54208,-4310755.83169585,3847047.29086176,37.3352996177561,-121.898058649723,1.89740422647446,-3.2303556689567e-08,2.78783201095188,1.4024549923062
89,1303160665,-2683005.77514229,-4310756.1584582,3847047.43742766,37.3353013663539,-121.898049353935,1.88464823458344,-4.23438553424322e-09,2.78776324186323,1.40263598534479
90,1303160666,-2683005.71847929,-4310757.76658025,3847046.91864036,37.3352903526808,-121.898039222364,2.6317421272397,2.62779612879211e-08,2.7876949637046,1.40281734313218
91,1303160667,-2683006.63499024,-4310752.95016058,3847044.95714464,37.3352959989548,-121.898076721531,-1.42403675988317,-6.08755025114712e-08,2.78762776550367,1.40299947380278
92,1303160668,-2683007.2056327,-4310752.39640433,3847042.24307185,37.3352774763815,-121.898085490274,-3.20411664061248,-3.52152355335113e-08,2.78756044221388,1.4031815395507
93,1303160669,-2683006.33633146,-4310752.34738023,3847038.91392171,37.3352563635625,-121.89807745452,-5.62149276677519,-9.5591639288555e-09,2.78749224556175,1.40336309270639
94,1303160670,-2683007.21198006,-4310747.28526554,3847039.66609375,37.3352827086887,-121.898116027285,-8.21451021824032,-9.30290703124773e-08,2.78742427571494,1.40354473387802
95,1303160671,-2683008.13456792,-4310757.89060466,3847048.41018113,37.3352934863184,-121.898061629417,4.63514117244631,-3.24917508601061e-08,2.78735433536296,1.40372478999138
96,1303160672,-2683007.64013045,-4310758.19905635,3847048.53535147,37.3352943797347,-121.898055053415,4.71153672784567,-5.04461652064602e-09,2.78728650780206,1.40390628872339
97,1303160673,-2683010.52493729,-4310760.05875965,3847056.4825213,37.3353343562042,-121.89807160155,11.9987013405189,3.43989361002726e-08,2.78721737596202,1.40408715234674
98,1303160674,-2683006.7550558,-4310758.8890881,3847047.21070085,37.3352842441844,-121.898042459797,4.00210449006408,-5.41210487075307e-08,2.78714977645913,1.40426906034713
99,1303160675,-2683008.48541835,-4310755.53149117,3847035.91050883,37.3352138690286,-121.898079057291,-4.39070282503963,-5.99740508160575e-08,3.07881721984782,1.91457445069976
100,1303160676,-2683005.29656011,-4310757.19916251,3847047.01959325,37.3352949266695,-121.898038563633,2.13267845008522,-4.51673414770953e-09,2.78701447640345,1.40463226641944
101,1303160677,-2683006.27491181,-4310751.22489695,3847044.98418988,37.3353052365569,-121.898083559137,-2.72352448292077,8.44889765772704e-09,2.78694737264179,1.40481459359445
102,1303160678,-2683008.93283356,-4310749.20181418,3847046.51306063,37.3353179005095,-121.898121085571,-2.04524486046284,-6.35036203898746e-08,2.78688004962076,1.40499678116713
103,1303160679,-2683006.67804429,-4310751.33173212,3847046.46973608,37.3353142194567,-121.898086784197,-1.58108399249613,-3.27658266126194e-08,2.78681158550544,1.40517782264836
104,1303160680,-2683003.77580218,-4310748.3538013,3847038.86531419,37.3352819365682,-121.898076736664,-9.42254250217229,-2.13212183180446e-08,2.78674448857385,1.40536001847183
105,1303160681,-2683004.85318926,-4310754.58307045,3847042.3740352,37.3352750626415,-121.898049914999,-2.63697365485132,-7.47995560365786e-08,2.78667562619688,1.40554113982239
106,1303160682,-2683003.27702004,-4310754.52082124,3847038.91515157,37.3352551228498,-121.898035186168,-5.43893960490823,-5.03081660906634e-08,2.78660822611525,1.40572307134707
107,1303160683,-2683003.7099398,-4310754.42956885,3847040.23605205,37.3352637592112,-121.898039877732,-4.51755483448505,-2.31467559011141e-08,2.78654007769074,1.40590463406951
108,1303160684,-2683004.53720967,-4310748.50533192,3847038.45280659,37.3352760797255,-121.898083127566,-9.25053452141583,-9.50572235581054e-09,2.78647344471836,1.40608718274466
109,1303160685,-2683001.78472678,-4310741.7364382,3847029.63180542,37.3352522362356,-121.898097119159,-20.3259198758751,-1.12695851338294e-07,2.78640328352182,1.40626850137283
110,1303160686,-2683004.31673294,-4310735.17728681,3847030.76800281,37.3352834951181,-121.898160486703,-23.0006785960868,-9.76274549767644e-08,2.78633574907933,1.40645077997338
111,1303160687,-2683001.42594674,-4310743.42361449,3847034.2735522,37.3352786988507,-121.898083621826,-16.5226430725306,-5.1509358061356e-08,2.78626795452402,1.40663166808043
112,1303160688,-2683001.922582,-4310740.57831257,3847029.31107298,37.3352549133704,-121.898105345414,-21.2442901050672,-3.59132001961509e-08,2.78620042786659,1.40681414504437
113,1303160689,-2683000.61644049,-4310742.61353655,3847028.50735526,37.3352434848202,-121.898080696846,-20.9066471708938,-1.03212922807534e-07,2.78613744797102,1.40699760664326
114,1303160690,-2683001.09990987,-4310746.10536468,3847033.30182415,37.3352602371053,-121.898064507834,-15.4386888789013,-6.31136256596562e-08,2.78606954768531,1.40717902559481
115,1303160691,-2683000.11772925,-4310747.88629354,3847030.20551138,37.3352326284442,-121.898044479193,-16.5270012095571,-3.52664280631809e-08,2.78600293507915,1.40736142051563
116,1303160692,-2683000.8775912,-4310749.46846994,3847032.98036379,37.3352429734193,-121.898042324785,-13.4568481445313,-6.41354855600717e-09,2.78593585962802,1.40754342639924
117,1303160693,-2683002.75688614,-4310745.95239143,3847031.76185757,37.3352451297251,-121.89808129414,-15.7797459904104,-8.70125805386475e-08,2.78586983125252,1.4077264318702
118,1303160694,-2683000.80692369,-4310755.18385387,3847035.78346596,37.3352367435163,-121.898007568704,-7.92845045402646,-3.26886111720144e-08,2.78580110531705,1.40790719087959
119,1303160695,-2683000.77876983,-4310759.70166735,3847039.74327455,37.3352442335782,-121.897980360703,-2.48907249141484,8.43219671720169e-09,2.78573267098921,1.40808843444584
120,1303160696,-2682998.15396459,-4310756.31566183,3847036.2145194,37.3352422412433,-121.897975404212,-8.01762779150158,-7.63305010395925e-08,2.78566591498879,1.40827064964046
121,1303160697,-2682997.43189446,-4310756.46997365,3847036.02337778,37.335242240966,-121.897967566522,-8.33275427855551,-4.91210060325328e-08,2.78559868583108,1.40845267998699
122,1303160698,-2682993.65066857,-4310759.13747365,3847029.97073565,37.335197421977,-121.897915436162,-11.7915279036388,-2.49702510454763e-08,2.78553161521047,1.40863476444751
123,1303160699,-2682995.12968948,-4310759.92113911,3847030.75011898,37.3351950991775,-121.897924932749,-10.16845743265,2.42820844211615e-09,2.78546453628976,1.40881715073297
124,1303160700,-2683000.33193087,-4310759.43068409,3847038.68064003,37.3352391681916,-121.897977695684,-3.50419300142676,-6.36571863299556e-08,2.78539825266046,1.40899986450246
125,1303160701,-2683000.91997338,-4310753.90330716,3847033.29619959,37.335224538929,-121.898016287242,-10.2538355709985,-5.59610239164378e-08,2.78532991213125,1.40918227621581
126,1303160702,-2683001.84778375,-4310757.59344629,3847039.26791702,37.3352475220531,-121.898003172709,-3.75135078188032,-1.53447863095589e-08,2.78526277094236,1.40936408924156
127,1303160703,-2683001.13748133,-4310756.73344106,3847034.621973,37.3352202788695,-121.898001495812,-7.44796783663332,1.00884879367746e-08,2.78519857979493,1.40954774719054
128,1303160704,-2683001.51502704,-4310759.70774748,3847039.68934061,37.3352416930266,-121.897987377935,-2.20834838598967,-5.10531699412351e-08,2.78513068586655,1.40972929585709
129,1303160705,-2682999.24624896,-4310757.75781967,3847037.70585861,37.3352430806884,-121.89797726939,-5.68075032439083,-3.43588066408243e-08,2.78506498387506,1.40991192634508
130,1303160706,-2682998.37983314,-4310759.5977712,3847038.65388376,37.3352438380443,-121.897957997918,-4.22778063733131,-2.57087381241082e-09,2.78499802863274,1.41009402388268
131,1303160707,-2682998.94077222,-4310761.29939162,3847043.22653928,37.3352670828905,-121.897953225618,-0.0702457092702389,2.83511625664113e-08,2.78493153509093,1.41027623260217
132,1303160708,-2683002.27759704,-4310766.08032693,3847047.72655882,37.3352675058978,-121.897956685901,7.28812919184566,-2.81357867059605e-08,2.7848636932022,1.41045837896955
133,1303160709,-2683000.80744113,-4310774.89119431,3847051.91505872,37.3352608810838,-121.897890065368,15.1583203189075,1.95377103242435e-08,2.78479666249498,1.41064002175126
134,1303160710,-2682998.09087441,-4310765.72889544,3847040.54238492,37.335229757379,-121.897918671775,0.934862000867724,1.29540986381665e-08,2.78473160988572,1.41082378379773
135,1303160711,-2683001.30101422,-4310753.73863621,3847032.3251347,37.3352172458078,-121.898020919571,-10.7938327286392,-8.99151503751232e-08,2.78466604924915,1.41100811354308
136,1303160712,-2683001.8350214,-4310751.64555016,3847031.13465758,37.3352168856986,-121.898038515893,-12.7043742323294,-7.36577061740345e-08,2.78459627650389,1.41118970361314
137,1303160713,-2683000.32466678,-4310752.11614165,3847034.47807397,37.3352430162773,-121.8980212404,-10.9935613209382,-4.5802452445552e-08,2.78453047722859,1.41137199659207
138,1303160714,-2682998.46190681,-4310755.83701059,3847031.97511175,37.3352132010756,-121.897981208406,-10.7824597256258,-1.71226699882443e-08,2.78446200874402,1.41155373408929
139,1303160715,-2682999.45169454,-4310757.92151338,3847037.33507498,37.3352390716918,-121.897978261546,-5.70880819577724,-8.50138690646714e-08,2.78439577447013,1.41173612186409
140,1303160716,-2682999.40316831,-4310753.26309599,3847034.35470537,37.335239472166,-121.898005573325,-10.6813069321215,-7.33063596268376e-08,2.78432859552545,1.41191881212717
141,1303160717,-2682995.76898733,-4310754.51417287,3847035.83268912,37.3352547501917,-121.897963297345,-10.4672821313143,-4.39762957127136e-08,2.7842625266494,1.41210085999787
142,1303160718,-2682991.63600119,-4310761.99799317,3847038.40334571,37.3352503805729,-121.897879078902,-5.59283094387501,-3.39315847679483e-11,2.78419583473509,1.4122824334114
143,1303160719,-2682992.19175544,-4310762.63790898,3847039.19419539,37.3352514727598,-121.897880587541,-4.44774102699012,-6.94491761781519e-08,2.78412747534936,1.412464388651
144,1303160720,-2682989.87578985,-4310770.03925737,3847041.60290142,37.3352410788259,-121.897814268432,1.03622334357351,-2.42510059033815e-08,2.78406123603967,1.41264647939733
145,1303160721,-2682986.90231581,-4310751.89586902,3847028.11922616,37.3352372399514,-121.897893964801,-20.6379850860685,-7.00177892598789e-08,4.09141722400346,1.70741526761221
146,1303160722,-2682983.40677634,-4310754.3283917,3847032.03074124,37.3352640705855,-121.897845972383,-18.0923079922795,-3.27327475806701e-08,4.09142732373631,1.7077444012
147,1303160723,-2682990.14940672,-4310760.55576007,3847042.02750916,37.3352873280766,-121.897873436563,-4.99298354610801,-7.57962826426228e-08,4.09140427204806,1.70806409908827
148,1303160724,-2682998.22674275,-4310772.24344038,3847054.53993313,37.3352994215428,-121.897881129431,13.8786821393296,-8.23271742605317e-09,4.09141091491631,1.70839345805823
149,1303160725,-2683002.01874153,-4310776.49679705,3847062.52294549,37.3353259302349,-121.8978920962,23.1845194837078,4.03563433390273e-08,4.09140384728858,1.70871808243296
150,1303160726,-2683003.64989294,-4310772.74157861,3847059.53967827,37.3353172696983,-121.897930113965,19.5256434194744,5.47665303994173e-08,4.09140131952911,1.7090456905958
151,1303160727,-2683003.06057264,-4310772.49862269,3847057.88103045,37.3353082158412,-121.897925916835,18.1081108031794,-1.88109781130086e-08,4.09139640400498,1.70937259305481
152,1303160728,-2683002.70889049,-4310769.85765798,3847054.38114957,37.3352964102534,-121.897938294822,14.0550169022754,-4.9287769716013e-09,4.09139107821009,1.70969967158192
153,1303160729,-2683004.0385652,-4310772.42193262,3847056.68734092,37.3352971959861,-121.897935743452,17.7432863526046,3.01840403346072e-08,4.09138585543595,1.71002639841222
154,1303160730,-2683003.2397799,-4310775.37027119,3847061.30869277,37.3353189318334,-121.897910511035,22.2006621863693,6.88597206341388e-08,4.09138015202736,1.7103521517565
155,1303160731,-2683001.43839747,-4310773.72605938,3847057.86501851,37.335307090664,-121.897903057332,18.2454243637621,-1.46528557560833e-08,2.78333584312834,1.4146593748632
156,1303160732,-2683003.21985179,-4310775.67806764,3847059.79919725,37.3353067472641,-121.897908484838,21.4845856335014,1.97158111934871e-08,2.78327052299249,1.4148427246952
157,1303160733,-2683000.28552826,-4310770.71465699,3847054.2909766,37.3352987858064,-121.89790996858,13.5606874171644,2.30333366752446e-08,2.78320555217618,1.41502618015741
158,1303160734,-2682999.88560534,-4310767.00554774,3847050.07685697,37.3352869581302,-121.897928253394,8.33312303572893,3.60962225131964e-08,2.7831396863377,1.41520958831765
159,1303160735,-2683007.27904631,-4310776.65995712,3847063.00867809,37.3353134639478,-121.897941517945,25.7992911422625,3.78948629257835e-09,2.78307870143248,1.41539449944459
160,1303160736,-2683004.69660809,-4310772.72189056,3847057.65378602,37.3353008279624,-121.897940259072,18.8083639387041,1.25120038197434e-08,2.783013477862,1.41557790909109
161,1303160737,-2683003.64224262,-4310769.43379688,3847053.94224029,37.3352925372467,-121.897949763842,13.894843801856,2.53576153894306e-08,2.78294821592134,1.41576145328949
162,1303160738,-2683000.5041495,-4310767.07959188,3847049.58715901,37.3352813203193,-121.897933737663,8.34598743356764,3.66193086427731e-08,2.78288287057002,1.41594464373009
163,1303160739,-2682998.84551967,-4310769.33538609,3847049.39439247,37.3352742632055,-121.897904397147,9.05496228951961,-3.27404637083498e-08,2.78281726087405,1.41612755302753
